MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_14,MFCC_15,MFCC_16,MFCC_17,MFCC_18,MFCC_19,MFCC_20,MFCC_21,MFCC_22,MFCC_23,MFCC_24,MFCC_25,MFCC_26,MFCC_27,MFCC_28,MFCC_29,MFCC_30,MFCC_31,MFCC_32,MFCC_33,MFCC_34,MFCC_35,MFCC_36,MFCC_37,MFCC_38,MFCC_39,MFCC_40,MFCC_41,MFCC_42,MFCC_43,MFCC_44,MFCC_45,MFCC_46,MFCC_47,MFCC_48,MFCC_49,MFCC_50,MFCC_51,MFCC_52,MFCC_53,MFCC_54,MFCC_55,MFCC_56,MFCC_57,MFCC_58,MFCC_59,MFCC_60,MFCC_61,MFCC_62,MFCC_63,MFCC_64,MFCC_65,MFCC_66,MFCC_67,MFCC_68,MFCC_69,MFCC_70,MFCC_71,MFCC_72,MFCC_73,MFCC_74,MFCC_75,MFCC_76,MFCC_77,MFCC_78,MFCC_79,MFCC_80,MFCC_81,MFCC_82,MFCC_83,MFCC_84,MFCC_85,MFCC_86,MFCC_87,MFCC_88,MFCC_89,MFCC_90,MFCC_91,MFCC_92,MFCC_93,MFCC_94,MFCC_95,MFCC_96,MFCC_97,MFCC_98,MFCC_99,MFCC_100,MFCC_101,MFCC_102,MFCC_103,MFCC_104,MFCC_105,MFCC_106,MFCC_107,MFCC_108,MFCC_109,MFCC_110,MFCC_111,MFCC_112,MFCC_113,MFCC_114,MFCC_115,MFCC_116,MFCC_117,MFCC_118,MFCC_119,MFCC_120,MFCC_121,MFCC_122,MFCC_123,MFCC_124,MFCC_125,MFCC_126,MFCC_127,MFCC_128,MFCC_129,MFCC_130
1.6012641292848877,0.809746489911717,0.47342374107622887,-1.1178528744679592,-0.9111621838016689,-0.45720541457705427,-1.4785942819585012,0.9708215442432022,1.6446709753657365,1.2556881553083876,1.1126359041037686,-1.565285813981809,0.7493299226863442,0.6811105260614397,0.6701793739690924,0.8094879717162599,-0.8267218744526988,-0.661222461815757,-0.5490292201633052,-0.7767503363675275,0.9928392208608535,1.6784758008942748,2.03476619612984,0.8813757686118792,-1.7617279449559722,-0.1896524716414864,-0.8555379687793332,2.2637928848353543,0.9523526719062132,-1.4802857707315389,-1.110522756564661,-1.0573010527621318,-0.8530168656335391,0.640249934713049,1.086841322645216,1.303591737111818,0.8753100319641276,-1.7336961906306005,-0.5680218770878828,-1.806637703292428,-0.8275144673711063,1.858473612065927,0.7134149450811587,-1.5973851230963299,-1.520127217977121,-0.024972687291448605,0.5208589298299842,0.44209653810508304,1.256816656030952,1.5838547574033528,-1.621940256149575,0.3827008403410462,-1.1766334917618366,-1.6943057803911445,1.4020606660381456,0.04483197533307166,-1.8224799524373154,-1.2812946172869444,0.719057968160137,0.13900289390108264,-1.3157451819789006,0.21128303466050916,1.577628835624612,-0.7898036412128739,0.034969648970691776,0.043709537548144835,-0.7001358066997881,0.7704308727789596,-0.9580192371194538,-1.913022762340451,0.025989861842267703,0.590331047517218,0.04090501707786472,-0.8397816000463642,0.43502973572806064,1.368515103918721,-1.063806294679204,0.009728381698820092,1.5020774484511017,0.1379973369119801,0.11177591521434192,-1.9848811974800233,-2.069125993533272,0.12347768994390992,0.5117613387099325,0.9212331849638636,0.8119217785668956,2.4806434549374403,2.1834314309571496,-1.2552076965062742,0.05507731903928508,1.3683163164397825,-1.2492124501859134,0.5896424519557368,-1.6345379261895796,-2.0631582078272777,-0.29847375140618315,1.0032978564762947,0.663251533126243,0.5147899355645537,1.9483454730825562,1.974167637808849,-1.525811206607669,-0.021091873826941755,0.8044542251936917,0.24175667491624483,1.2990847567319335,-1.6366277090829233,-1.7023613317999504,-1.1480467477264518,0.9969053222602035,1.4126167518509634,0.9408532795225603,1.5350070336971944,1.6472546580174077,-0.6911539719850626,0.5355984237023087,-1.503037970474279,1.376232139755019,1.6114821754911561,-0.6988442240486844,-1.5068821672254322,-1.0574127289178306,0.7361790122812276,1.693071075465551,1.3806779410946561,0.7396464718594942,0.9070943021283411,-0.6057850027392211,0.1538410281963452
